542,Miasto 542,,59,,41-178,Ulica 50
543,,Miejscowosc 543,80,6,13-928,Ulica 51
544,Miasto 544,,39,,75-569,Ulica 78
545,,Miejscowosc 545,53,38,63-627,Ulica 97
546,Miasto 546,,99,,03-660,Ulica 87
547,,Miejscowosc 547,28,35,28-304,Ulica 61
548,Miasto 548,,31,,18-811,Ulica 93
549,,Miejscowosc 549,51,65,58-105,Ulica 55
550,Miasto 550,,54,,09-971,Ulica 93
551,,Miejscowosc 551,43,7,59-369,Ulica 57
552,Miasto 552,,58,,09-422,Ulica 34
553,,Miejscowosc 553,98,21,38-446,
554,Miasto 554,,82,,88-561,Ulica 20
555,,Miejscowosc 555,44,18,91-248,Ulica 55
556,Miasto 556,,6,,68-328,Ulica 42
557,,Miejscowosc 557,25,47,89-011,
558,Miasto 558,,16,,39-599,Ulica 99
559,,Miejscowosc 559,33,20,72-114,Ulica 88
560,Miasto 560,,66,,04-539,Ulica 36
561,,Miejscowosc 561,45,2,63-569,Ulica 5
562,Miasto 562,,83,,23-976,Ulica 93
563,,Miejscowosc 563,23,43,45-693,Ulica 40
564,Miasto 564,,13,,38-568,Ulica 31
565,,Miejscowosc 565,2,89,48-090,Ulica 11
566,Miasto 566,,55,,03-245,Ulica 68
567,,Miejscowosc 567,100,91,07-764,Ulica 81
568,Miasto 568,,10,,38-579,Ulica 58
569,,Miejscowosc 569,67,72,80-911,Ulica 55
570,Miasto 570,,40,,39-413,Ulica 77
571,,Miejscowosc 571,4,89,74-928,Ulica 34
572,Miasto 572,,77,,38-017,Ulica 28
573,,Miejscowosc 573,56,96,53-447,Ulica 56
574,Miasto 574,,21,,81-661,Ulica 27
575,,Miejscowosc 575,76,34,89-495,Ulica 20
576,Miasto 576,,16,,24-472,Ulica 89
577,,Miejscowosc 577,1,3,67-391,Ulica 84
578,Miasto 578,,87,,80-794,Ulica 67
579,,Miejscowosc 579,46,8,89-251,Ulica 41
580,Miasto 580,,28,,53-849,Ulica 21
581,,Miejscowosc 581,90,50,07-702,Ulica 76
582,Miasto 582,,65,,16-961,Ulica 4
583,,Miejscowosc 583,29,21,47-707,Ulica 37
584,Miasto 584,,88,,03-852,Ulica 46
585,,Miejscowosc 585,54,42,62-848,
586,Miasto 586,,65,,62-251,Ulica 29
587,,Miejscowosc 587,49,96,23-111,
588,Miasto 588,,2,,64-175,Ulica 61
589,,Miejscowosc 589,57,34,75-536,Ulica 4
590,Miasto 590,,51,,29-623,Ulica 74
591,,Miejscowosc 591,25,40,42-402,Ulica 41
592,Miasto 592,,33,,29-138,Ulica 79
593,,Miejscowosc 593,35,51,58-328,
594,Miasto 594,,86,,83-354,Ulica 88
595,,Miejscowosc 595,45,5,72-947,
596,Miasto 596,,20,,11-338,Ulica 20
597,,Miejscowosc 597,35,52,23-556,Ulica 75
598,Miasto 598,,24,,17-253,Ulica 7
599,,Miejscowosc 599,66,79,24-932,Ulica 18
600,Miasto 600,,1,,12-890,Ulica 8
601,,Miejscowosc 601,93,50,42-174,Ulica 40
602,Miasto 602,,81,,79-250,Ulica 32
603,,Miejscowosc 603,70,29,23-510,Ulica 6
604,Miasto 604,,46,,05-699,Ulica 34
605,,Miejscowosc 605,64,53,96-794,Ulica 83
606,Miasto 606,,78,,80-915,Ulica 37
607,,Miejscowosc 607,86,71,94-273,Ulica 94
608,Miasto 608,,99,,64-984,Ulica 59
609,,Miejscowosc 609,90,96,54-849,Ulica 66
610,Miasto 610,,15,,91-870,Ulica 58
611,,Miejscowosc 611,91,2,81-910,Ulica 95
612,Miasto 612,,51,,30-194,Ulica 86
613,,Miejscowosc 613,46,45,73-820,Ulica 48
614,Miasto 614,,70,,88-801,Ulica 63
615,,Miejscowosc 615,10,88,66-527,Ulica 8
616,Miasto 616,,37,,49-580,Ulica 71
617,,Miejscowosc 617,84,42,71-433,Ulica 1
618,Miasto 618,,4,,18-915,Ulica 68
619,,Miejscowosc 619,86,21,67-785,Ulica 83
620,Miasto 620,,62,,65-841,Ulica 9
621,,Miejscowosc 621,49,7,80-709,Ulica 86
622,Miasto 622,,72,,26-336,Ulica 32
623,,Miejscowosc 623,47,26,12-438,Ulica 28
624,Miasto 624,,67,,33-362,Ulica 53
625,,Miejscowosc 625,90,68,94-281,Ulica 97
626,Miasto 626,,96,,59-357,Ulica 31
627,,Miejscowosc 627,62,78,95-446,Ulica 8
628,Miasto 628,,54,,09-177,Ulica 7
629,,Miejscowosc 629,79,15,55-962,Ulica 92
630,Miasto 630,,61,,06-012,Ulica 44
631,,Miejscowosc 631,16,35,23-446,Ulica 61
632,Miasto 632,,17,,40-046,Ulica 58
633,,Miejscowosc 633,93,66,08-626,
634,Miasto 634,,49,,87-725,Ulica 36
635,,Miejscowosc 635,4,22,30-519,
636,Miasto 636,,42,,13-221,Ulica 33
637,,Miejscowosc 637,49,79,39-428,
638,Miasto 638,,21,,54-860,Ulica 68
639,,Miejscowosc 639,15,74,84-202,Ulica 97
640,Miasto 640,,17,,96-238,Ulica 16
641,,Miejscowosc 641,77,31,72-613,Ulica 76
642,Miasto 642,,37,,43-210,Ulica 99
643,,Miejscowosc 643,53,16,42-568,Ulica 7
644,Miasto 644,,64,,53-618,Ulica 53
645,,Miejscowosc 645,67,41,08-665,Ulica 4
646,Miasto 646,,43,,23-460,Ulica 14
647,,Miejscowosc 647,34,23,61-120,Ulica 97
648,Miasto 648,,89,,97-057,Ulica 96
649,,Miejscowosc 649,71,85,04-262,
650,Miasto 650,,61,,84-726,Ulica 11
651,,Miejscowosc 651,14,78,73-636,
652,Miasto 652,,40,,84-986,Ulica 73
653,,Miejscowosc 653,3,46,36-398,
654,Miasto 654,,61,,36-852,Ulica 61
655,,Miejscowosc 655,88,35,42-886,Ulica 72
656,Miasto 656,,4,,14-779,Ulica 99
657,,Miejscowosc 657,73,24,30-472,Ulica 67
658,Miasto 658,,49,,40-142,Ulica 59
659,,Miejscowosc 659,80,73,51-789,Ulica 59
660,Miasto 660,,21,,84-501,Ulica 35
661,,Miejscowosc 661,86,54,87-341,Ulica 62
662,Miasto 662,,77,,11-200,Ulica 3
663,,Miejscowosc 663,12,96,64-184,Ulica 29
664,Miasto 664,,93,,97-680,Ulica 77
665,,Miejscowosc 665,6,23,61-229,Ulica 27
666,Miasto 666,,49,,47-624,Ulica 14
667,,Miejscowosc 667,20,40,36-323,Ulica 35
668,Miasto 668,,9,,92-026,Ulica 38
669,,Miejscowosc 669,16,80,66-238,Ulica 96
670,Miasto 670,,36,,29-643,Ulica 25
671,,Miejscowosc 671,87,85,80-890,Ulica 39
672,Miasto 672,,70,,15-687,Ulica 64
673,,Miejscowosc 673,36,71,74-091,Ulica 48
674,Miasto 674,,91,,91-122,Ulica 85
675,,Miejscowosc 675,90,24,36-109,
676,Miasto 676,,26,,05-603,Ulica 87
677,,Miejscowosc 677,1,51,86-654,
678,Miasto 678,,60,,57-789,Ulica 5
679,,Miejscowosc 679,71,49,66-193,Ulica 6
680,Miasto 680,,36,,24-440,Ulica 19
681,,Miejscowosc 681,4,37,94-722,
682,Miasto 682,,53,,13-094,Ulica 53
683,,Miejscowosc 683,39,71,30-783,
684,Miasto 684,,81,,76-553,Ulica 63
685,,Miejscowosc 685,5,70,20-316,
686,Miasto 686,,20,,84-220,Ulica 61
687,,Miejscowosc 687,44,57,57-057,Ulica 28
688,Miasto 688,,22,,29-163,Ulica 38
689,,Miejscowosc 689,93,42,21-056,Ulica 64
690,Miasto 690,,88,,15-909,Ulica 93
691,,Miejscowosc 691,94,17,92-443,Ulica 95
692,Miasto 692,,51,,12-857,Ulica 94
693,,Miejscowosc 693,55,90,36-549,
694,Miasto 694,,91,,80-404,Ulica 24
695,,Miejscowosc 695,95,52,72-690,
696,Miasto 696,,69,,94-071,Ulica 46
697,,Miejscowosc 697,18,100,87-906,
698,Miasto 698,,42,,25-008,Ulica 12
699,,Miejscowosc 699,51,21,39-651,
700,Miasto 700,,53,,12-447,Ulica 10
701,,Miejscowosc 701,2,80,86-342,
702,Miasto 702,,8,,54-723,Ulica 56
703,,Miejscowosc 703,93,63,45-558,Ulica 19
704,Miasto 704,,78,,11-887,Ulica 28
705,,Miejscowosc 705,9,42,78-639,Ulica 1
706,Miasto 706,,9,,34-892,Ulica 75
707,,Miejscowosc 707,21,21,21-242,Ulica 54
708,Miasto 708,,78,,67-022,Ulica 13
709,,Miejscowosc 709,87,86,40-793,
710,Miasto 710,,25,,42-960,Ulica 13
711,,Miejscowosc 711,42,63,40-411,Ulica 14
712,Miasto 712,,77,,36-361,Ulica 96
713,,Miejscowosc 713,39,7,30-736,
714,Miasto 714,,99,,74-833,Ulica 6
715,,Miejscowosc 715,70,74,90-328,
716,Miasto 716,,74,,13-950,Ulica 27
717,,Miejscowosc 717,47,4,64-658,
718,Miasto 718,,20,,07-604,Ulica 95
719,,Miejscowosc 719,8,1,55-377,Ulica 22
720,Miasto 720,,13,,18-764,Ulica 37
721,,Miejscowosc 721,45,58,54-262,Ulica 96
722,Miasto 722,,11,,56-992,Ulica 45
723,,Miejscowosc 723,95,33,74-373,Ulica 68
724,Miasto 724,,23,,14-068,Ulica 98
725,,Miejscowosc 725,27,69,21-960,Ulica 55
726,Miasto 726,,83,,88-257,Ulica 7
727,,Miejscowosc 727,85,53,57-521,Ulica 99
728,Miasto 728,,64,,50-111,Ulica 70
729,,Miejscowosc 729,42,62,87-999,Ulica 82
730,Miasto 730,,1,,39-226,Ulica 68
731,,Miejscowosc 731,21,8,02-221,
732,Miasto 732,,90,,18-602,Ulica 15
733,,Miejscowosc 733,54,73,93-994,
734,Miasto 734,,15,,66-547,Ulica 76
735,,Miejscowosc 735,54,100,63-173,Ulica 60
736,Miasto 736,,45,,71-611,Ulica 23
737,,Miejscowosc 737,72,21,55-705,Ulica 29
738,Miasto 738,,50,,63-058,Ulica 29
739,,Miejscowosc 739,97,67,49-631,Ulica 76
740,Miasto 740,,78,,99-762,Ulica 63
741,,Miejscowosc 741,5,9,81-576,
742,Miasto 742,,15,,88-051,Ulica 94
743,,Miejscowosc 743,43,2,87-893,Ulica 9
744,Miasto 744,,100,,72-170,Ulica 44
745,,Miejscowosc 745,8,83,54-414,
746,Miasto 746,,20,,08-512,Ulica 42
747,,Miejscowosc 747,13,71,10-924,Ulica 78
748,Miasto 748,,11,,48-806,Ulica 72
749,,Miejscowosc 749,41,50,97-873,
750,Miasto 750,,68,,64-210,Ulica 19
751,,Miejscowosc 751,64,21,57-138,Ulica 2
752,Miasto 752,,17,,53-483,Ulica 49
753,,Miejscowosc 753,87,19,56-045,Ulica 14
754,Miasto 754,,34,,99-691,Ulica 43
755,,Miejscowosc 755,26,100,47-814,
756,Miasto 756,,33,,53-459,Ulica 1
757,,Miejscowosc 757,51,61,69-245,
758,Miasto 758,,13,,48-897,Ulica 90
759,,Miejscowosc 759,85,72,50-686,Ulica 77
760,Miasto 760,,47,,63-237,Ulica 10
761,,Miejscowosc 761,68,11,58-296,Ulica 10
762,Miasto 762,,23,,17-783,Ulica 47
763,,Miejscowosc 763,41,74,48-467,Ulica 44
764,Miasto 764,,74,,38-616,Ulica 7
765,,Miejscowosc 765,38,55,93-631,Ulica 64
766,Miasto 766,,92,,30-676,Ulica 39
767,,Miejscowosc 767,95,80,15-766,Ulica 52
768,Miasto 768,,79,,90-474,Ulica 35
769,,Miejscowosc 769,69,61,17-535,
770,Miasto 770,,72,,94-879,Ulica 11
771,,Miejscowosc 771,93,18,56-413,
772,Miasto 772,,58,,83-791,Ulica 57
773,,Miejscowosc 773,64,93,11-003,
774,Miasto 774,,60,,83-308,Ulica 43
775,,Miejscowosc 775,56,96,71-868,Ulica 37
776,Miasto 776,,49,,08-153,Ulica 71
777,,Miejscowosc 777,80,95,53-902,
778,Miasto 778,,11,,83-730,Ulica 9
779,,Miejscowosc 779,88,100,27-763,Ulica 31
780,Miasto 780,,59,,46-683,Ulica 95
781,,Miejscowosc 781,22,74,07-305,
782,Miasto 782,,93,,57-906,Ulica 50
783,,Miejscowosc 783,34,99,89-651,Ulica 33
784,Miasto 784,,11,,37-158,Ulica 50
785,,Miejscowosc 785,87,17,25-581,Ulica 92
786,Miasto 786,,89,,68-162,Ulica 78
787,,Miejscowosc 787,69,13,08-564,Ulica 78
788,Miasto 788,,14,,93-274,Ulica 67
789,,Miejscowosc 789,85,24,62-545,
790,Miasto 790,,83,,46-847,Ulica 83
791,,Miejscowosc 791,27,44,95-018,Ulica 49
792,Miasto 792,,42,,33-398,Ulica 86
793,,Miejscowosc 793,65,62,91-009,Ulica 82
794,Miasto 794,,34,,65-966,Ulica 12
795,,Miejscowosc 795,51,41,17-276,Ulica 94
796,Miasto 796,,11,,62-081,Ulica 81
797,,Miejscowosc 797,40,83,16-183,Ulica 56
798,Miasto 798,,12,,96-295,Ulica 39
799,,Miejscowosc 799,55,82,31-691,Ulica 50
800,Miasto 800,,63,,60-273,Ulica 10
801,,Miejscowosc 801,53,89,26-212,Ulica 48
802,Miasto 802,,60,,01-315,Ulica 6
803,,Miejscowosc 803,20,38,19-498,
804,Miasto 804,,64,,09-820,Ulica 59
805,,Miejscowosc 805,16,78,43-358,
806,Miasto 806,,81,,52-739,Ulica 48
807,,Miejscowosc 807,63,69,37-874,Ulica 1
808,Miasto 808,,15,,13-839,Ulica 28
809,,Miejscowosc 809,48,96,81-947,
810,Miasto 810,,77,,31-721,Ulica 92
811,,Miejscowosc 811,41,28,39-630,Ulica 64
812,Miasto 812,,8,,21-037,Ulica 10
813,,Miejscowosc 813,14,1,66-766,Ulica 38
814,Miasto 814,,90,,16-865,Ulica 21
815,,Miejscowosc 815,3,59,05-881,Ulica 16
816,Miasto 816,,86,,56-882,Ulica 79
817,,Miejscowosc 817,2,7,71-600,Ulica 1
818,Miasto 818,,7,,98-582,Ulica 65
819,,Miejscowosc 819,2,9,79-769,Ulica 11
820,Miasto 820,,20,,42-723,Ulica 19
821,,Miejscowosc 821,67,25,07-621,
822,Miasto 822,,52,,28-570,Ulica 46
823,,Miejscowosc 823,92,35,15-475,Ulica 76
824,Miasto 824,,42,,78-225,Ulica 67
825,,Miejscowosc 825,21,28,68-423,Ulica 13
826,Miasto 826,,92,,90-539,Ulica 36
827,,Miejscowosc 827,10,34,15-969,Ulica 47
828,Miasto 828,,49,,87-459,Ulica 1
829,,Miejscowosc 829,19,53,52-972,Ulica 24
830,Miasto 830,,34,,17-889,Ulica 58
831,,Miejscowosc 831,23,94,56-791,Ulica 93
832,Miasto 832,,90,,69-400,Ulica 78
833,,Miejscowosc 833,76,65,02-146,Ulica 97
834,Miasto 834,,16,,27-593,Ulica 32
835,,Miejscowosc 835,37,98,63-422,
836,Miasto 836,,19,,07-394,Ulica 12
837,,Miejscowosc 837,84,42,78-479,Ulica 59
838,Miasto 838,,57,,38-463,Ulica 19
839,,Miejscowosc 839,13,60,63-002,Ulica 92
840,Miasto 840,,82,,92-376,Ulica 19
841,,Miejscowosc 841,63,72,23-417,
842,Miasto 842,,92,,35-424,Ulica 53
843,,Miejscowosc 843,41,95,19-526,Ulica 80
844,Miasto 844,,72,,73-445,Ulica 69
845,,Miejscowosc 845,78,59,80-750,
846,Miasto 846,,12,,84-672,Ulica 72
847,,Miejscowosc 847,63,79,05-761,Ulica 30
848,Miasto 848,,79,,01-752,Ulica 39
849,,Miejscowosc 849,35,1,22-055,Ulica 95
850,Miasto 850,,18,,53-015,Ulica 5
851,,Miejscowosc 851,99,55,97-409,Ulica 72
852,Miasto 852,,93,,22-977,Ulica 24
853,,Miejscowosc 853,67,6,29-880,Ulica 33
854,Miasto 854,,63,,16-925,Ulica 30
855,,Miejscowosc 855,86,20,62-537,Ulica 76
856,Miasto 856,,32,,42-055,Ulica 57
857,,Miejscowosc 857,75,5,31-501,Ulica 92
858,Miasto 858,,68,,14-851,Ulica 39
859,,Miejscowosc 859,11,64,39-570,Ulica 55
860,Miasto 860,,69,,70-861,Ulica 9
861,,Miejscowosc 861,43,8,84-670,Ulica 65
862,Miasto 862,,44,,10-631,Ulica 40
863,,Miejscowosc 863,100,49,50-635,Ulica 78
864,Miasto 864,,75,,39-746,Ulica 53
865,,Miejscowosc 865,40,24,45-812,Ulica 63
866,Miasto 866,,14,,07-571,Ulica 42
867,,Miejscowosc 867,52,16,53-424,Ulica 95
868,Miasto 868,,38,,82-887,Ulica 89
869,,Miejscowosc 869,86,51,04-764,
870,Miasto 870,,51,,82-214,Ulica 35
871,,Miejscowosc 871,51,84,07-748,Ulica 73
872,Miasto 872,,33,,01-836,Ulica 68
873,,Miejscowosc 873,59,57,62-931,
874,Miasto 874,,90,,94-740,Ulica 59
875,,Miejscowosc 875,33,36,39-708,Ulica 23
876,Miasto 876,,18,,21-650,Ulica 9
877,,Miejscowosc 877,97,21,15-336,
878,Miasto 878,,5,,67-124,Ulica 97
879,,Miejscowosc 879,73,37,34-198,Ulica 54
880,Miasto 880,,91,,83-507,Ulica 86
881,,Miejscowosc 881,2,55,66-776,Ulica 41
882,Miasto 882,,2,,30-139,Ulica 65
883,,Miejscowosc 883,47,14,54-382,Ulica 78
884,Miasto 884,,36,,34-011,Ulica 25
885,,Miejscowosc 885,93,52,60-397,
886,Miasto 886,,66,,89-597,Ulica 41
887,,Miejscowosc 887,77,100,38-457,Ulica 100
888,Miasto 888,,85,,38-747,Ulica 9
889,,Miejscowosc 889,6,21,31-096,Ulica 58
890,Miasto 890,,2,,90-988,Ulica 2
891,,Miejscowosc 891,13,1,50-137,
892,Miasto 892,,4,,41-419,Ulica 67
893,,Miejscowosc 893,38,12,93-800,
894,Miasto 894,,4,,80-654,Ulica 95
895,,Miejscowosc 895,27,7,27-216,Ulica 15
896,Miasto 896,,61,,14-034,Ulica 43
897,,Miejscowosc 897,67,18,31-312,Ulica 44
898,Miasto 898,,90,,58-968,Ulica 83
899,,Miejscowosc 899,8,82,32-987,Ulica 18
900,Miasto 900,,49,,39-155,Ulica 79
901,,Miejscowosc 901,97,10,93-359,
902,Miasto 902,,39,,53-580,Ulica 19
903,,Miejscowosc 903,76,4,27-684,Ulica 76
904,Miasto 904,,54,,93-293,Ulica 98
905,,Miejscowosc 905,87,5,73-536,
906,Miasto 906,,61,,54-476,Ulica 13
907,,Miejscowosc 907,96,81,93-947,
908,Miasto 908,,38,,18-669,Ulica 65
909,,Miejscowosc 909,17,91,90-390,
910,Miasto 910,,13,,56-712,Ulica 43
911,,Miejscowosc 911,22,50,07-464,Ulica 95
912,Miasto 912,,78,,95-619,Ulica 90
913,,Miejscowosc 913,66,74,32-587,Ulica 27
914,Miasto 914,,54,,09-518,Ulica 18
915,,Miejscowosc 915,2,52,59-188,Ulica 83
916,Miasto 916,,25,,84-385,Ulica 83
917,,Miejscowosc 917,25,61,95-252,
918,Miasto 918,,33,,80-495,Ulica 73
919,,Miejscowosc 919,65,37,47-855,Ulica 76
920,Miasto 920,,44,,55-094,Ulica 75
921,,Miejscowosc 921,2,3,59-025,
922,Miasto 922,,65,,97-625,Ulica 21
923,,Miejscowosc 923,100,13,59-345,Ulica 31
924,Miasto 924,,30,,04-126,Ulica 8
925,,Miejscowosc 925,9,82,83-453,
926,Miasto 926,,44,,51-020,Ulica 80
927,,Miejscowosc 927,76,11,22-086,Ulica 32
928,Miasto 928,,5,,46-035,Ulica 56
929,,Miejscowosc 929,45,9,57-213,Ulica 94
930,Miasto 930,,18,,24-762,Ulica 55
931,,Miejscowosc 931,95,18,70-045,Ulica 29
932,Miasto 932,,62,,62-492,Ulica 7
933,,Miejscowosc 933,88,94,46-999,Ulica 48
934,Miasto 934,,79,,55-222,Ulica 35
935,,Miejscowosc 935,89,42,01-013,Ulica 100
936,Miasto 936,,37,,79-888,Ulica 99
937,,Miejscowosc 937,74,26,10-219,Ulica 38
938,Miasto 938,,13,,85-471,Ulica 41
939,,Miejscowosc 939,9,60,07-658,
940,Miasto 940,,29,,76-223,Ulica 50
941,,Miejscowosc 941,35,98,33-644,
942,Miasto 942,,80,,96-589,Ulica 75
943,,Miejscowosc 943,82,67,94-007,Ulica 9
944,Miasto 944,,96,,02-945,Ulica 54
945,,Miejscowosc 945,22,60,77-099,Ulica 73
946,Miasto 946,,77,,66-306,Ulica 29
947,,Miejscowosc 947,100,33,35-973,Ulica 46
948,Miasto 948,,25,,01-669,Ulica 94
949,,Miejscowosc 949,68,32,04-225,Ulica 93
950,Miasto 950,,76,,47-182,Ulica 34
951,,Miejscowosc 951,11,64,78-239,Ulica 97
952,Miasto 952,,79,,94-665,Ulica 10
953,,Miejscowosc 953,23,57,61-295,
954,Miasto 954,,61,,08-129,Ulica 43
955,,Miejscowosc 955,57,53,78-909,
956,Miasto 956,,69,,45-695,Ulica 20
957,,Miejscowosc 957,5,61,82-310,
958,Miasto 958,,82,,21-059,Ulica 96
959,,Miejscowosc 959,40,52,39-329,Ulica 73
960,Miasto 960,,89,,24-157,Ulica 15
961,,Miejscowosc 961,78,34,03-291,Ulica 21
962,Miasto 962,,62,,71-864,Ulica 35
963,,Miejscowosc 963,76,42,64-290,Ulica 8
964,Miasto 964,,29,,90-091,Ulica 100
965,,Miejscowosc 965,36,74,01-966,Ulica 43
966,Miasto 966,,81,,96-180,Ulica 82
967,,Miejscowosc 967,24,51,91-011,Ulica 1
968,Miasto 968,,77,,34-130,Ulica 59
969,,Miejscowosc 969,77,45,87-206,Ulica 92
970,Miasto 970,,36,,07-286,Ulica 13
971,,Miejscowosc 971,12,78,37-843,Ulica 49
972,Miasto 972,,66,,65-964,Ulica 31
973,,Miejscowosc 973,41,14,65-673,Ulica 72
974,Miasto 974,,49,,94-622,Ulica 43
975,,Miejscowosc 975,9,88,69-801,Ulica 81
976,Miasto 976,,75,,45-268,Ulica 44
977,,Miejscowosc 977,24,83,54-331,Ulica 100
978,Miasto 978,,99,,72-297,Ulica 35
979,,Miejscowosc 979,43,42,59-292,Ulica 86
980,Miasto 980,,50,,88-554,Ulica 14
981,,Miejscowosc 981,46,55,47-432,Ulica 40
982,Miasto 982,,16,,51-570,Ulica 7
983,,Miejscowosc 983,15,31,21-797,Ulica 37
984,Miasto 984,,91,,54-719,Ulica 28
985,,Miejscowosc 985,56,67,28-410,
986,Miasto 986,,83,,67-748,Ulica 18
987,,Miejscowosc 987,50,62,59-153,
988,Miasto 988,,4,,12-457,Ulica 14
989,,Miejscowosc 989,11,46,64-414,
990,Miasto 990,,90,,99-555,Ulica 60
991,,Miejscowosc 991,37,61,80-219,Ulica 25
992,Miasto 992,,8,,29-781,Ulica 16
993,,Miejscowosc 993,30,50,57-137,
994,Miasto 994,,24,,10-707,Ulica 59
995,,Miejscowosc 995,12,78,21-764,
996,Miasto 996,,85,,69-223,Ulica 18
997,,Miejscowosc 997,40,16,35-012,
998,Miasto 998,,99,,55-886,Ulica 5
999,,Miejscowosc 999,99,95,13-655,Ulica 63
1000,Miasto 1000,,43,,43-198,Ulica 57
