934,483,285,3,2019-02-16
935,895,50,848,2021-01-18
936,985,60,751,2022-01-09
937,873,361,223,2019-04-05
938,150,10,973,2023-04-15
939,214,188,524,2018-04-03
940,746,63,705,2021-04-24
941,74,47,431,2022-03-05
942,346,310,345,2023-03-21
943,840,177,600,2018-03-11
944,763,119,745,2023-04-14
945,557,366,555,2019-04-25
946,286,461,33,2019-01-14
947,517,151,788,2019-01-14
948,595,7,21,2019-03-14
949,622,71,149,2018-02-09
950,976,469,822,2022-04-21
951,396,397,469,2019-02-05
952,764,478,855,2022-04-09
953,653,366,819,2019-03-14
954,272,492,947,2018-04-18
955,534,305,636,2018-03-07
956,150,116,605,2019-01-11
957,525,359,138,2023-04-23
958,389,422,721,2021-04-18
959,657,125,934,2022-02-09
960,563,195,177,2020-03-22
961,96,32,576,2018-04-17
962,828,238,843,2023-03-15
963,320,111,101,2020-01-07
964,866,76,937,2019-02-11
965,32,113,768,2018-04-20
966,246,276,985,2021-03-02
967,463,95,51,2020-02-12
968,742,306,95,2018-04-10
969,421,237,248,2021-02-19
970,264,43,455,2022-04-03
971,929,231,588,2021-02-20
972,775,313,200,2019-01-05
973,171,445,604,2022-01-20
974,603,375,813,2019-03-23
975,444,116,515,2019-04-07
976,870,466,718,2022-02-11
977,667,105,331,2018-01-08
978,12,13,191,2020-01-16
979,90,73,90,2018-01-24
980,458,163,255,2022-04-10
981,200,67,318,2022-01-10
982,435,352,868,2021-03-22
983,784,157,172,2023-04-17
984,792,78,254,2022-04-19
985,282,6,758,2023-03-14
986,830,272,178,2020-02-06
987,872,358,940,2018-02-13
988,653,206,247,2021-02-21
989,500,74,893,2023-01-25
990,685,351,646,2022-03-06
991,497,338,854,2022-01-09
992,916,276,910,2020-01-14
993,791,369,346,2023-04-18
994,174,50,790,2021-02-17
995,291,292,867,2018-02-21
996,684,14,807,2021-03-03
997,951,270,760,2020-03-17
998,561,383,681,2022-01-24
999,262,446,583,2022-02-14
1000,504,216,101,2019-04-15
