2910,501,,43,691,139,939,4,,2019-07-01,9607.83
2911,,234,130,865,65,467,67,,2022-04-04,176133.00
2912,840,,8,752,,62,,454,2022-06-08,5346.24
2913,194,170,107,709,189,278,,270,2019-01-01,5295.48
2914,594,67,92,731,,479,,266,2023-02-26,7231.86
2915,,221,65,216,,,,,2018-12-12,219999.08
2916,,83,93,934,,,,,2018-04-08,8605.96
2917,182,142,78,676,,,5,,2018-06-19,8940.12
2918,974,232,52,626,80,696,,525,2021-12-24,169.49
2919,53,20,108,983,,897,,215,2023-08-02,9237.42
2920,,,159,488,,,,,2020-07-08,1195.84
2921,605,83,48,361,,567,28,176,2022-10-23,94150.52
2922,,284,119,943,434,,,,2022-10-25,6359.29
2923,,144,179,768,172,,,773,2021-06-07,232099.06
2924,365,83,183,410,94,476,,,2019-09-02,5822.10
2925,851,272,12,991,425,608,,193,2022-04-26,93513.29
2926,,13,10,18,,850,,953,2018-04-18,127864.93
2927,,140,81,595,,,84,151,2018-02-27,7267.51
2928,44,83,8,523,184,,,,2020-07-27,5827.84
2929,469,79,37,124,,,,,2019-12-07,2511.63
2930,742,,67,672,,,,,2021-10-10,35042.27
2931,996,,89,465,205,482,,,2023-05-23,3290.83
2932,283,256,6,742,,935,,126,2019-11-16,510.60
2933,597,262,125,566,,602,82,511,2023-04-04,6722.16
2934,645,,38,787,301,331,,151,2023-03-08,84621.41
2935,525,232,95,9,303,,,,2018-05-24,182424.70
2936,,70,194,477,123,746,,,2020-11-18,17199.93
2937,54,9,120,621,102,670,,,2023-06-24,22934.96
2938,658,208,195,858,,3,,,2018-04-28,7297.12
2939,,,170,142,,138,,,2022-02-02,9754.37
2940,306,,98,295,,505,100,460,2021-08-16,166633.20
2941,207,284,91,379,232,894,86,,2022-07-30,204617.75
2942,,,43,705,296,,,,2022-09-29,3850.98
2943,863,187,174,334,,203,,957,2018-12-30,4195.42
2944,637,97,185,463,27,50,,,2023-09-23,7423.41
2945,,112,174,381,419,275,,965,2021-07-16,6783.19
2946,,287,13,572,414,273,50,,2020-01-16,146381.11
2947,,92,146,538,,210,26,857,2020-11-15,3108.34
2948,152,,180,421,114,605,,205,2019-10-01,3487.52
2949,,,140,957,105,21,91,82,2020-10-17,8626.80
2950,285,182,80,755,,445,,381,2019-10-30,4829.90
2951,997,130,51,64,448,,,178,2022-05-28,176469.92
2952,291,14,29,951,340,860,5,887,2018-03-31,27256.39
2953,,,108,804,,133,,,2018-05-20,7110.10
2954,,,69,917,100,196,,,2019-02-24,189939.58
2955,676,182,195,861,,754,,,2020-02-04,7963.62
2956,191,,128,344,,281,3,,2020-08-03,110300.91
2957,959,2,98,327,8,477,,,2023-09-23,5733.58
2958,141,87,136,26,,74,,,2021-09-02,3072.08
2959,544,249,181,788,,,,,2018-03-27,7949.12
2960,290,231,16,134,420,,,335,2019-02-01,189697.86
2961,134,219,62,115,139,106,,,2021-09-21,161667.23
2962,811,119,114,749,208,89,,886,2019-03-04,6501.60
2963,,234,125,387,418,416,,,2023-12-24,9173.06
2964,735,267,138,799,,,91,431,2023-07-18,634.17
2965,392,155,37,502,,,,,2022-01-23,568.61
2966,466,295,156,813,,652,,908,2021-03-10,1788.02
2967,366,28,74,974,,532,,,2020-09-13,209.98
2968,453,,109,980,,993,,143,2022-09-03,5237.78
2969,619,136,3,787,60,798,,798,2020-02-11,444.43
2970,,18,140,330,8,362,,,2020-09-05,5721.79
2971,,168,37,450,468,876,,,2019-11-27,5405.46
2972,336,55,140,10,,,67,607,2022-04-27,8694.18
2973,33,106,79,681,,,,,2019-09-02,8726.21
2974,506,,178,92,440,,,,2019-02-10,7575.68
2975,321,145,94,501,,,,,2023-09-19,385.52
2976,,169,171,483,158,,,719,2022-08-03,7973.89
2977,300,,35,310,209,,,857,2021-10-16,3234.33
2978,801,,53,264,,101,66,561,2020-02-09,9879.45
2979,722,82,17,784,354,499,,,2021-05-21,6261.71
2980,,265,172,26,,331,,643,2022-09-26,227037.88
2981,336,,193,790,,383,36,298,2021-10-18,1087.07
2982,18,,124,144,,285,29,313,2023-01-27,148900.72
2983,,101,97,928,147,443,,,2018-07-24,7876.31
2984,,123,165,514,231,745,,758,2018-01-05,159162.27
2985,407,30,33,824,211,467,,342,2021-08-05,137335.44
2986,,,123,217,331,851,,,2022-04-12,3151.85
2987,360,,145,40,,604,,431,2019-10-20,1687.11
2988,679,,86,318,419,,,404,2021-04-20,9743.79
2989,457,26,3,797,18,,,705,2023-01-29,6401.29
2990,,243,138,908,,,,,2023-04-06,8154.27
2991,491,110,4,482,,,,864,2021-09-03,3759.14
2992,642,117,102,541,75,40,,,2019-11-09,680.70
2993,654,136,36,212,,,,,2023-07-04,5761.67
2994,841,108,162,456,,,,,2021-12-04,1893.16
2995,68,138,141,766,481,,,,2021-09-26,3669.40
2996,313,,87,700,302,975,20,159,2018-08-27,3699.01
2997,,213,29,234,296,228,,,2023-05-12,81706.29
2998,263,6,195,690,204,959,,,2022-03-01,3141.88
2999,824,242,148,836,134,151,,740,2021-06-06,146036.86
3000,580,298,85,450,,620,,,2019-12-22,85207.38
3001,157,,3,256,394,914,,,2020-01-26,1994.68
3002,995,263,105,429,194,,,,2019-11-18,1351.44
3003,,167,71,148,407,311,,628,2022-12-24,1252.94
3004,784,163,17,662,131,239,,,2018-06-30,3932.56
3005,,207,38,31,235,260,10,45,2019-02-23,8237.05
3006,,51,113,324,,,,,2020-09-27,7720.40
3007,761,141,82,132,124,,,149,2020-07-03,8473.62
3008,676,86,133,224,,195,,,2019-12-16,9565.53
3009,960,,8,445,177,,,,2020-02-04,24377.88
3010,738,34,149,52,,,,83,2021-09-14,5601.85
3011,954,,156,353,5,,,,2021-11-27,8215.90
3012,392,138,83,682,,,98,572,2022-02-23,5423.89
3013,59,300,29,314,,575,,533,2020-01-04,4199.34
3014,877,,31,474,89,,,,2020-01-28,1505.52
3015,314,73,181,855,290,769,,,2022-09-04,4118.37
3016,283,,107,665,,774,,,2019-01-26,4290.29
3017,,104,169,751,,72,,,2021-09-24,35972.47
3018,986,271,132,950,,934,,,2023-01-15,5363.16
3019,496,5,62,580,84,792,,606,2020-12-01,5308.78
3020,294,,136,864,,,,,2020-09-11,5801.25
3021,403,268,136,477,,116,,,2022-06-03,996.73
3022,131,147,129,704,228,68,64,211,2019-10-27,5081.27
3023,149,,198,281,478,915,,845,2023-05-16,101072.12
3024,128,,157,429,,724,,,2022-08-23,29006.93
3025,279,17,101,29,,241,,784,2022-01-29,2143.63
3026,,,40,901,,,,110,2019-08-17,3624.08
3027,916,60,11,68,,72,,945,2020-08-31,523.59
3028,,,62,144,,,,,2021-06-10,104792.93
3029,333,,53,632,391,547,,311,2023-07-19,109561.15
3030,753,154,11,875,,125,,,2022-05-12,2852.43
3031,,,53,759,347,630,,,2023-03-07,7101.03
3032,392,,124,758,,,76,,2020-09-25,97116.92
3033,60,275,116,642,,24,,201,2020-05-27,7339.11
3034,542,205,22,946,39,622,,151,2022-05-30,65101.78
3035,153,,133,334,432,,,685,2021-12-07,13259.38
3036,,,167,701,298,,55,501,2018-01-29,247831.95
3037,412,174,86,502,394,,19,,2022-08-03,160766.33
3038,,222,115,1000,,853,,,2019-05-05,35320.60
3039,,154,2,484,95,528,19,538,2023-11-20,244946.12
3040,775,141,104,354,,264,,,2018-10-13,16372.26
3041,313,123,101,749,,230,,,2020-05-15,2873.58
3042,454,170,103,745,,637,67,147,2023-07-22,148944.66
3043,151,161,54,153,168,,,,2023-11-26,90246.59
3044,,,55,435,163,977,,83,2023-05-12,3585.11
3045,831,193,77,964,422,,76,,2020-03-03,2187.74
3046,521,26,86,525,133,246,,184,2023-01-05,5989.18
3047,196,105,94,192,484,437,6,660,2022-04-07,1369.26
3048,610,223,53,390,,,,923,2023-08-22,7601.36
3049,962,134,27,478,255,75,,545,2023-05-31,113552.97
3050,97,33,187,805,,987,,697,2022-11-14,3782.10
3051,418,2,22,32,,133,31,534,2019-10-01,8017.10
3052,264,,120,604,432,,11,772,2021-08-29,134281.12
3053,637,116,17,352,,755,,338,2020-08-04,806.69
3054,,96,118,73,301,,,,2018-08-31,12490.31
3055,,259,169,289,,930,41,695,2019-07-07,151537.52
3056,194,202,62,256,83,472,,,2022-02-09,249890.14
3057,849,,91,176,433,224,,774,2018-10-26,2511.02
3058,,34,54,162,,688,,,2021-10-22,8201.40
3059,,104,20,131,,519,13,,2023-07-11,198662.98
3060,,150,154,73,482,,18,413,2020-11-05,6010.94
3061,,237,63,580,,413,,411,2020-06-16,4448.30
3062,383,109,66,267,,750,,868,2023-02-01,6755.09
3063,189,159,86,482,62,,,202,2018-11-12,7234.27
3064,590,104,176,604,,384,,,2023-09-10,7143.03
3065,444,214,143,965,,845,,17,2022-01-26,7303.76
3066,,,45,34,80,,75,,2023-05-15,2985.98
3067,4,214,160,432,460,,66,873,2023-09-11,180747.39
3068,898,229,155,51,,830,,579,2021-04-19,3479.36
3069,189,,104,505,,185,29,106,2019-03-05,6410.05
3070,34,269,54,407,,,89,514,2021-01-06,219471.72
3071,134,136,129,186,250,626,,,2023-05-03,4730.19
3072,,,153,263,,,,,2023-03-27,124642.17
3073,631,156,146,676,81,,63,384,2021-08-15,234113.28
3074,,45,161,397,,412,,,2019-06-13,206924.95
3075,,,20,726,352,95,85,424,2019-10-22,4770.68
3076,938,50,51,446,457,,,115,2023-05-12,5567.40
3077,718,28,73,56,231,,38,56,2019-05-23,475.25
3078,760,,155,832,464,,30,,2020-06-07,115017.85
3079,372,211,135,694,296,632,86,340,2022-03-03,4896.06
3080,,,69,345,348,573,,,2019-09-20,7475.07
3081,764,181,168,593,389,53,92,234,2019-12-28,7795.33
3082,605,40,14,553,,59,,881,2018-11-12,3979.09
3083,76,152,63,328,,121,,35,2018-02-05,8554.59
3084,,294,57,508,451,392,,290,2020-02-08,6702.52
3085,687,,163,380,,731,22,521,2021-07-24,8066.04
3086,253,174,117,480,178,244,,972,2020-03-04,3706.56
3087,396,,119,633,231,,77,987,2023-05-29,3136.44
3088,122,17,198,400,193,300,,321,2020-11-21,4545.89
3089,335,236,86,466,,,,,2022-03-27,6589.82
3090,,,103,129,,563,,91,2022-02-27,4579.43
3091,767,27,51,768,,437,,,2018-10-01,147999.81
3092,906,290,45,899,394,34,58,,2021-06-29,119566.33
3093,263,188,111,508,,664,,,2018-03-28,154760.28
3094,,146,121,478,,,65,786,2023-03-08,7300.14
3095,504,,119,527,324,678,,911,2020-12-16,137774.91
3096,257,222,91,209,,738,,,2022-10-24,5111.18
3097,211,5,140,842,394,,,84,2018-03-16,6509.76
3098,344,,164,823,244,485,94,544,2019-07-23,128963.59
3099,667,294,181,981,299,,73,600,2023-12-30,496.70
3100,481,212,68,685,457,661,,,2020-04-06,3088.40
3101,336,51,146,425,,226,,,2022-03-07,9344.07
3102,579,194,108,310,1,514,,980,2021-06-14,243796.20
3103,,4,114,466,125,,85,882,2022-07-31,1995.28
3104,,223,143,470,385,,83,170,2023-12-11,88488.73
3105,,206,13,890,253,124,,,2023-01-23,7188.05
3106,473,,19,26,,60,57,830,2022-02-08,5328.42
3107,,214,166,144,,930,,565,2018-01-17,142733.55
3108,,,178,334,127,,,,2023-03-17,6761.13
3109,967,262,131,371,,,,,2023-12-31,277.96
3110,,80,165,553,,,,834,2021-07-31,55330.97
3111,,206,70,638,250,,60,623,2023-01-29,4241.94
3112,207,,155,666,216,207,82,150,2019-03-12,9227.45
3113,643,96,46,468,,,,525,2020-01-02,117332.38
3114,,146,32,111,,,,566,2022-04-16,917.87
3115,511,,172,439,,,,,2022-01-13,6707.05
3116,270,,70,967,256,62,,,2021-04-11,8742.82
3117,,51,121,89,155,441,,,2018-12-31,6327.87
3118,244,20,30,466,375,437,,,2018-11-25,1819.44
3119,215,154,45,692,,736,,,2021-02-03,727.53
3120,291,196,169,179,,584,,719,2021-09-19,7075.65
3121,506,144,172,560,403,621,,257,2018-02-09,3206.84
3122,,289,25,173,,376,,347,2019-01-03,2412.83
3123,238,10,156,243,349,145,,257,2023-07-30,682.21
3124,,134,66,177,,985,37,816,2018-12-26,6100.06
3125,,84,109,280,108,677,,,2023-06-01,165468.61
3126,,184,71,824,50,313,,353,2022-04-05,6510.06
3127,353,150,163,532,96,727,,910,2019-11-20,6768.08
3128,,34,84,338,48,242,,,2019-06-15,274.63
3129,824,146,60,135,354,,,,2018-07-05,4201.16
3130,6,128,199,1000,,179,3,317,2022-04-02,5184.60
3131,270,194,98,124,72,739,,24,2020-07-15,6900.42
3132,585,51,12,244,,,,,2018-11-06,5543.54
3133,,257,172,384,492,,,797,2022-09-01,1033.59
3134,104,15,1,404,495,235,,,2018-09-30,3103.81
3135,17,191,30,394,84,977,,,2023-09-11,913.34
3136,,55,84,482,417,169,81,705,2023-04-03,30808.74
3137,521,135,30,211,184,,57,,2018-04-29,3575.44
3138,891,286,122,498,315,,51,135,2019-05-03,6912.80
3139,667,236,18,842,148,566,,237,2018-02-19,120057.07
3140,,32,94,993,470,901,35,,2021-04-27,1625.47
3141,466,,145,23,429,359,,,2023-04-22,6199.16
3142,565,89,18,307,229,,,,2020-03-08,221302.84
3143,622,185,141,263,,,,,2023-02-16,1109.73
3144,673,139,115,623,27,553,82,,2020-07-16,3518.64
3145,538,222,124,696,,919,39,839,2019-07-15,12812.59
3146,278,273,118,587,,786,,320,2022-06-09,9181.52
3147,380,42,183,827,,611,,,2019-07-13,53441.27
3148,52,282,121,891,150,930,,,2022-06-26,6080.12
3149,474,246,134,629,,415,,734,2018-11-02,6612.78
3150,,43,56,954,,393,,45,2021-06-10,5137.17
3151,949,44,145,641,,287,83,,2020-03-05,8672.73
3152,,213,179,52,,,,354,2023-03-09,6750.86
3153,,233,193,536,,32,,226,2021-04-21,2278.08
3154,438,,165,994,89,75,,,2022-01-04,6240.86
3155,575,249,58,696,,,,,2018-04-15,5595.80
3156,,149,12,212,,494,,,2018-07-04,230480.36
3157,200,,192,425,199,667,36,423,2021-12-07,5211.79
3158,26,21,117,615,,979,,,2018-04-07,676.17
3159,203,19,118,693,287,541,44,,2023-05-06,155.59
3160,258,232,54,711,299,609,74,,2020-12-19,198699.61
3161,367,206,30,421,,859,87,521,2022-07-26,159506.52
3162,758,233,82,56,58,,,97,2022-09-20,154643.09
3163,,31,132,144,,929,76,668,2022-05-25,4007.49
3164,260,128,5,219,,932,,,2023-01-10,2343.64
3165,,213,170,962,310,996,,243,2018-05-15,532.35
3166,470,64,126,404,314,100,87,,2020-06-04,3089.61
3167,,110,158,500,445,261,,,2020-02-28,4715.39
3168,252,,88,621,,354,,723,2018-01-14,43377.48
3169,828,,29,722,357,785,27,45,2019-11-10,126107.05
3170,493,,28,500,154,362,,,2023-01-08,7648.19
3171,,250,52,240,,207,,,2022-08-26,160575.88
3172,321,96,160,450,,296,,599,2018-02-11,9802.10
3173,598,300,158,679,258,,,,2022-05-30,54649.80
3174,275,,61,225,204,73,,154,2021-08-12,122730.49
3175,577,222,145,160,,,66,119,2021-03-08,8790.56
3176,149,,87,286,207,649,,,2022-05-11,4748.92
3177,777,220,32,582,500,343,,,2019-12-16,10366.22
3178,,182,147,906,256,528,56,,2022-07-30,60604.57
3179,,,132,502,,,,996,2019-07-18,8660.64
3180,9,151,175,889,,12,4,,2020-01-17,8841.62
3181,,166,146,300,,86,,,2023-12-24,9484.86
3182,278,283,58,778,,571,,,2021-12-12,2069.00
3183,57,118,196,106,204,36,,,2022-05-29,520.57
3184,951,,149,838,285,14,,,2019-08-25,9051.60
3185,,,174,833,387,335,21,,2020-08-11,5260.44
3186,262,,198,372,115,330,48,687,2022-09-14,213524.28
3187,409,158,118,368,386,352,47,84,2020-03-27,8012.57
3188,190,46,79,837,,,,693,2023-06-21,194649.19
3189,284,,111,956,18,516,,587,2023-04-20,163747.38
3190,49,220,92,815,93,806,,,2018-09-01,76029.85
3191,,2,171,744,256,480,67,,2023-05-11,65519.27
3192,,293,175,492,,,,,2022-09-17,8157.29
3193,265,237,44,336,,80,49,976,2020-11-19,203387.25
3194,340,33,194,133,289,,,,2021-10-18,547.46
3195,817,,126,65,171,266,,958,2019-04-10,11457.56
3196,375,,85,525,304,991,,,2020-07-19,7307.69
3197,770,,29,27,,414,46,,2019-09-30,4412.65
3198,,211,140,615,,448,,,2019-11-26,4572.48
3199,922,,199,706,,576,48,204,2023-03-03,1204.90
3200,882,,41,122,,94,,453,2019-03-25,2947.00
3201,785,96,44,449,,35,,,2019-03-17,1232.40
3202,575,,170,487,,192,83,96,2022-12-08,115677.05
3203,948,192,161,412,,169,,,2019-05-13,25278.79
3204,352,,141,594,145,,,,2021-06-21,2134.57
3205,,,139,550,,,,,2021-05-16,6726.08
3206,480,97,15,352,241,919,,,2019-07-23,5530.54
3207,,230,72,478,258,761,53,510,2021-11-29,2380.20
3208,827,174,103,778,,,69,710,2018-07-12,1075.59
3209,,,175,904,,,,406,2019-05-22,927.54
3210,,17,115,447,95,358,,829,2019-01-18,717.26
3211,470,,41,803,,,,627,2018-12-29,7575.68
3212,241,294,144,47,335,213,,,2023-10-21,1949.66
3213,839,40,195,625,86,185,,,2020-05-01,8372.41
3214,330,,109,219,180,,47,395,2023-05-04,1860.83
3215,727,145,115,53,,152,,234,2022-02-04,195740.53
3216,925,,184,791,,893,,,2018-02-13,2346.06
3217,460,17,69,339,,,59,,2023-09-14,319.95
3218,993,236,118,97,448,26,,768,2019-04-27,215787.53
3219,,,25,90,7,517,,,2019-08-21,3782.40
3220,209,,50,456,,,73,,2022-01-30,4199.04
3221,367,94,190,379,370,79,78,,2022-07-09,124942.47
3222,,,164,117,,,,,2018-06-21,4403.89
3223,272,97,64,486,,609,7,,2019-07-21,145736.58
3224,396,259,155,679,,850,,761,2020-03-26,9425.04
3225,443,,120,387,,770,,,2023-08-17,62831.20
3226,71,,14,137,290,559,,,2023-06-09,7482.63
3227,29,161,44,545,,,,,2023-01-07,114702.91
3228,,43,133,825,11,567,,157,2018-12-05,170244.16
3229,,,72,720,121,528,,,2023-12-22,216197.70
3230,146,236,183,303,,826,22,859,2023-06-28,3764.57
3231,,143,90,20,8,480,,,2019-02-03,9197.53
3232,996,224,149,62,,562,,404,2018-04-06,60055.24
3233,517,95,10,25,390,37,,279,2021-06-21,32647.18
3234,885,62,90,641,92,847,,866,2018-04-17,3702.64
3235,578,,143,733,104,317,,,2023-09-24,234428.23
3236,,,62,974,466,,,,2023-01-25,165732.28
3237,,87,11,669,486,,,,2021-07-17,9012.02
3238,484,,84,802,,428,98,,2023-01-31,83852.35
3239,671,123,180,589,251,471,,507,2022-03-16,42491.23
3240,665,204,85,851,416,,,799,2019-03-02,3017.40
3241,686,47,79,919,,307,80,721,2022-11-01,5808.81
3242,,46,184,174,207,165,86,,2019-06-30,238998.69
3243,878,145,45,235,276,863,28,,2021-09-09,1495.86
3244,433,181,187,713,,,,117,2023-07-27,8636.17
3245,142,,152,644,338,575,,646,2018-10-18,5476.46
3246,735,43,18,301,140,438,,,2023-12-15,2643.66
3247,18,27,141,47,443,189,,398,2021-06-28,5483.11
3248,615,,196,277,,67,,,2018-07-26,2467.21
3249,,31,10,634,294,226,,,2018-01-29,7586.86
3250,,246,25,110,,429,76,949,2021-07-07,6372.59
3251,435,,174,317,265,953,,642,2023-10-05,8547.65
3252,964,,116,932,41,,27,385,2021-04-15,86371.96
3253,763,161,59,193,,,90,789,2022-05-03,9733.82
3254,,161,115,366,,468,81,,2021-05-07,1945.43
3255,4,187,162,11,,582,20,818,2020-01-08,4798.78
3256,36,96,27,488,,,,,2023-03-29,7595.93
3257,,116,74,451,,,,,2019-12-29,6142.36
3258,334,,77,1000,,641,47,41,2023-02-02,1117.89
3259,,182,140,848,402,448,,362,2019-03-03,102485.73
3260,,,37,512,,273,,,2022-09-14,2341.83
3261,537,185,165,181,,457,,752,2023-01-13,9107.50
3262,,297,36,91,31,794,,,2023-06-01,9403.59
3263,,,123,924,,949,,,2023-07-30,3971.54
3264,806,229,88,701,,95,89,,2018-11-05,2691.70
3265,621,154,97,610,,305,84,127,2023-06-28,191111.48
3266,61,,57,66,,207,,,2022-03-09,1297.66
3267,369,156,34,297,160,179,,,2023-07-06,5810.02
3268,500,280,33,268,5,395,59,,2019-06-12,5993.11
3269,705,9,125,604,224,721,,883,2019-06-11,9451.63
3270,525,27,93,17,,,,,2018-11-22,3271.49
3271,152,141,84,641,,,,,2018-10-11,7293.19
3272,345,,117,253,,,,68,2019-09-19,178484.14
3273,54,194,95,452,476,99,,,2018-09-03,2654.23
3274,,229,180,139,,850,,598,2019-10-01,182212.28
3275,702,,129,34,197,628,28,270,2022-01-18,5086.10
3276,18,,44,283,,51,,589,2022-04-06,5636.89
3277,,70,2,690,,195,29,,2020-08-29,7203.45
3278,335,,92,667,,,,175,2021-09-27,239262.36
3279,586,,146,120,65,298,,594,2021-01-15,191067.53
3280,,15,147,587,77,243,,,2022-09-30,2735.81
3281,920,,130,958,481,357,,261,2019-01-26,3697.80
3282,716,37,147,580,,,14,,2018-08-20,8447.34
3283,37,47,140,277,201,,,,2019-09-29,1309.74
3284,943,37,134,567,,739,,,2021-03-23,9903.32
3285,,85,78,783,153,734,,438,2022-07-28,8096.26
3286,,133,181,990,461,,28,,2018-07-01,5321.16
3287,,,78,899,,300,,24,2022-11-19,5961.08
3288,407,,3,447,,240,43,475,2020-01-09,120159.61
3289,662,175,115,969,477,138,,,2020-11-07,3315.00
3290,218,,102,620,109,,40,,2020-04-07,23564.87
3291,543,210,157,984,437,332,,733,2022-05-14,1019.09
3292,992,20,167,899,,,75,,2020-05-22,3072.39
3293,,8,11,145,389,895,,,2021-07-19,4502.69
3294,646,,30,863,40,509,,,2023-09-30,231696.22
3295,224,,101,664,164,827,75,860,2020-10-04,184665.98
3296,674,,39,696,42,,,,2019-06-20,195315.70
3297,577,124,79,423,,531,67,870,2018-12-19,9405.70
3298,,,84,834,,,91,619,2021-01-06,4572.78
3299,380,,133,28,,244,,98,2019-12-31,9218.68
3300,177,273,29,226,330,267,20,,2022-06-02,3560.94
3301,797,54,180,136,,,,,2020-01-09,7386.85
3302,953,9,155,523,329,544,56,,2019-05-25,3807.17
3303,872,,9,173,,853,,274,2018-04-16,105019.98
3304,263,,139,303,256,905,,943,2020-06-29,9474.89
3305,876,276,119,554,,,,222,2022-07-05,6181.04
3306,782,42,14,680,88,,,668,2019-08-05,18496.35
3307,168,,77,38,103,463,10,,2019-11-20,165688.34
3308,,104,103,352,,328,,,2023-07-01,1886.51
3309,202,,54,243,15,883,26,,2023-11-18,9436.52
3310,213,,51,625,,848,,,2022-02-24,143656.42
3311,191,,65,512,,,,588,2023-02-19,3207.14
3312,,,130,141,259,333,38,,2021-04-05,2280.19
3313,615,,26,366,,819,,,2023-06-23,173818.47
3314,182,,152,251,,,,,2019-12-04,5895.22
3315,655,199,1,615,,91,,,2021-04-01,7462.08
3316,898,225,156,509,,353,,665,2021-01-28,1127.25
3317,,,78,433,224,417,,658,2023-11-16,3538.58
3318,422,84,112,521,102,,,,2020-06-27,208800.02
3319,,,131,937,104,144,,,2020-01-02,250000.00
3320,884,,129,838,37,367,26,,2023-07-15,3607.46
3321,978,32,117,437,,364,27,979,2019-02-06,47838.07
3322,368,174,32,477,,564,,867,2018-05-19,7142.12
3323,782,81,157,92,145,,,,2019-07-31,203965.89
3324,141,,127,767,,45,48,,2021-09-20,101716.66
3325,,218,166,21,340,461,30,138,2022-03-21,245956.91
3326,,122,181,326,376,,,,2019-04-19,3520.45
3327,457,168,112,537,,,,,2023-11-16,9444.98
3328,74,152,168,233,,504,,,2022-09-24,184189.89
3329,,,102,200,,429,,594,2018-03-12,176711.64
3330,,189,166,179,345,380,,417,2018-12-06,9252.22
3331,,,164,885,,252,54,,2022-01-24,93615.84
3332,,18,89,932,87,,,,2021-09-15,8499.91
3333,817,11,108,284,464,,,79,2023-11-17,845.66
3334,761,89,11,635,,500,,,2023-08-06,37444.68
3335,31,123,166,638,10,771,,238,2023-10-27,8535.86
3336,895,183,89,670,,755,,,2019-05-12,4059.15
3337,,275,151,447,,986,27,314,2021-06-11,107576.22
3338,718,261,54,660,48,264,,272,2019-06-20,4035.29
3339,303,58,162,439,,889,,722,2022-04-19,108689.53
3340,932,142,93,319,248,656,,461,2023-11-23,28691.98
3341,,176,58,134,,907,,,2019-08-14,3066.95
3342,929,199,82,355,492,719,,826,2020-08-19,137.46
3343,308,271,134,297,311,254,,130,2023-03-03,8929.24
3344,398,150,49,405,470,854,,,2022-10-21,5489.75
3345,,184,64,562,,429,55,,2020-09-06,2262.37
3346,,,45,947,,556,63,718,2023-06-05,9979.76
3347,531,,85,474,191,,,,2022-06-20,3153.66
3348,20,,197,846,300,,,372,2019-12-28,3148.22
3349,461,86,55,252,,84,,,2020-03-14,450.47
3350,952,,90,681,9,,,495,2023-07-22,7096.80
3351,705,237,198,392,13,95,,34,2022-04-25,7941.87
3352,,190,161,957,,,,654,2020-09-08,3235.24
3353,,56,170,413,,780,,328,2018-11-10,3221.04
3354,,239,83,66,52,390,46,276,2021-08-15,3344.31
3355,98,,10,383,,924,14,259,2022-08-20,993.71
3356,841,104,151,636,,,,,2021-09-15,4312.04
3357,312,,95,43,,687,93,891,2019-01-27,870.74
3358,797,18,7,933,253,936,,234,2018-12-01,6845.12
3359,350,,180,239,128,,86,628,2021-07-30,9530.79
3360,608,,45,819,,,,,2018-05-03,7281.10
3361,,58,31,31,,,,74,2021-02-03,197571.64
3362,,128,5,116,,527,,,2020-08-02,3720.16
3363,,251,52,308,469,,,794,2018-07-25,18159.43
3364,633,80,25,913,244,7,,,2020-08-07,7437.91
3365,53,57,36,906,,,,,2019-05-19,118394.41
3366,123,35,64,968,,94,14,406,2023-11-19,79215.98
3367,604,31,65,73,,532,,382,2022-08-04,8309.56
3368,968,,166,252,293,,,,2022-03-02,6603.12
3369,382,76,79,894,464,,,789,2020-10-01,8680.89
3370,,124,118,618,,,14,,2019-08-23,203973.20
3371,,,114,159,208,43,,,2019-05-22,9596.05
3372,,289,63,929,213,366,,,2023-10-26,2159.94
3373,344,,55,883,6,,,,2023-02-17,7395.61
3374,467,,70,990,86,465,,,2023-12-24,558.64
3375,,90,93,305,,,,415,2019-05-27,8817.75
3376,287,264,66,887,238,167,,253,2022-10-30,9524.44
3377,,,52,314,,975,,195,2021-11-05,1123.02
3378,184,,13,409,240,69,,359,2020-12-02,6652.36
3379,479,13,12,470,280,103,,,2018-03-03,6371.98
3380,,,166,158,,,10,,2020-05-11,4229.86
3381,,275,179,750,,225,,775,2022-04-10,8316.51
3382,,272,1,109,,,,,2019-03-17,9434.10
3383,,150,68,623,,601,,,2022-03-20,7114.93
3384,,38,133,106,119,,,336,2022-01-04,240419.64
3385,298,54,76,29,,577,,,2019-10-23,77216.41
3386,408,105,92,303,389,59,9,,2021-05-12,2949.42
3387,,,66,453,,,,,2021-06-18,4750.44
3388,962,4,43,991,,,,674,2023-10-06,3913.22
3389,898,242,187,716,,758,97,,2022-09-22,7324.31
3390,742,,141,867,,470,,412,2018-06-06,33269.75
3391,960,178,44,881,101,199,99,,2018-07-24,4104.17
3392,,187,158,336,315,,,,2021-11-10,4305.09
3393,34,,104,94,,,83,629,2020-08-08,69364.61
3394,469,,93,998,,,,,2021-10-30,4102.66
3395,,291,130,41,,996,,110,2019-09-24,7661.19
3396,64,33,66,555,43,614,,,2018-08-06,9486.37
3397,55,,136,942,,759,44,,2022-01-23,6820.35
3398,305,300,154,847,,,44,167,2022-11-18,1724.87
3399,240,276,101,847,111,795,40,,2019-11-06,6803.13
3400,202,51,32,288,392,168,,156,2020-09-01,7991.42
3401,709,241,63,870,249,152,,,2020-02-08,48424.02
3402,,,112,555,,,56,931,2020-03-19,83032.02
3403,,56,89,316,,330,34,,2021-04-29,5312.10
